"REGION","COUNTRY","REPORTYEAR","POPULATION","donor_status","donor_type","donors"
"Europe","Russian Federation",2019,143.9,"Utilized","DCD",40
"Europe","Serbia",2019,8.7,"Actual","DBD",15
"Europe","Serbia",2019,8.7,"Utilized","DBD",15
"Europe","Türkiye",2019,83,"Actual","DBD",499
"Europe","Türkiye",2019,83,"Actual","DCD",0
"Europe","Türkiye",2019,83,"Utilized","DBD",487
"Europe","Türkiye",2019,83,"Utilized","DCD",0
"America","United States of America",2019,329.1,"Actual","DBD",9152
"America","United States of America",2019,329.1,"Actual","DCD",2718
"America","United States of America",2019,329.1,"Utilized","DBD",8725
"America","United States of America",2019,329.1,"Utilized","DCD",2372
"Europe","Austria",2019,8.8,"Actual","DBD",185
"Europe","Austria",2019,8.8,"Actual","DCD",21
"Europe","Austria",2019,8.8,"Utilized","DBD",163
"Europe","Austria",2019,8.8,"Utilized","DCD",17
"Europe","Belgium",2019,11.6,"Actual","DBD",211
"Europe","Belgium",2019,11.6,"Actual","DCD",110
"Europe","Belgium",2019,11.6,"Utilized","DBD",206
"Europe","Belgium",2019,11.6,"Utilized","DCD",106
"Europe","Bulgaria",2019,7,"Actual","DBD",16
"Europe","Bulgaria",2019,7,"Actual","DCD",0
"Europe","Bulgaria",2019,7,"Utilized","DBD",16
"Europe","Bulgaria",2019,7,"Utilized","DCD",0
"Europe","Croatia",2019,4.1,"Actual","DBD",131
"Europe","Croatia",2019,4.1,"Actual","DCD",0
"Europe","Croatia",2019,4.1,"Utilized","DBD",128
"Europe","Croatia",2019,4.1,"Utilized","DCD",0
"Europe","Cyprus",2019,1.2,"Actual","DBD",6
"Europe","Cyprus",2019,1.2,"Actual","DCD",0
"Europe","Cyprus",2019,1.2,"Utilized","DBD",6
"Europe","Cyprus",2019,1.2,"Utilized","DCD",0
"Europe","Czech Republic",2019,10.6,"Actual","DBD",270
"Europe","Czech Republic",2019,10.6,"Actual","DCD",18
"Europe","Czech Republic",2019,10.6,"Utilized","DBD",247
"Europe","Czech Republic",2019,10.6,"Utilized","DCD",18
"Europe","Denmark",2019,5.8,"Actual","DBD",102
"Europe","Denmark",2019,5.8,"Actual","DCD",0
"Europe","Denmark",2019,5.8,"Utilized","DBD",100
"Europe","Denmark",2019,5.8,"Utilized","DCD",0
"Europe","Estonia",2019,1.3,"Actual","DBD",25
"Europe","Estonia",2019,1.3,"Actual","DCD",0
"Europe","Estonia",2019,1.3,"Utilized","DBD",25
"Europe","Estonia",2019,1.3,"Utilized","DCD",0
"Europe","Finland",2019,5.6,"Actual","DBD",145
"Europe","Finland",2019,5.6,"Actual","DCD",0
"Europe","Finland",2019,5.6,"Utilized","DBD",141
"Europe","Finland",2019,5.6,"Utilized","DCD",0
"Europe","Germany",2019,82.4,"Actual","DBD",932
"Europe","Germany",2019,82.4,"Actual","DCD",0
"Europe","Germany",2019,82.4,"Utilized","DBD",899
"Europe","Germany",2019,82.4,"Utilized","DCD",0
"Europe","Greece",2019,11.1,"Actual","DBD",61
"Europe","Greece",2019,11.1,"Actual","DCD",0
"Europe","Greece",2019,11.1,"Utilized","DBD",56
"Europe","Greece",2019,11.1,"Utilized","DCD",0
"Europe","France",2019,65.5,"Actual","DBD",1729
"Europe","France",2019,65.5,"Actual","DCD",195
"Europe","France",2019,65.5,"Utilized","DBD",1693
"Europe","France",2019,65.5,"Utilized","DCD",189
"Eastern Mediterranean","Qatar",2019,2.7,"Actual","DBD",8
"Eastern Mediterranean","Qatar",2019,2.7,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2019,2.7,"Utilized","DBD",8
"Eastern Mediterranean","Qatar",2019,2.7,"Utilized","DCD",0
"Eastern Mediterranean","Sudan",2019,42.5,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2019,42.5,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2019,42.5,"Utilized","DBD",0
"Eastern Mediterranean","Sudan",2019,42.5,"Utilized","DCD",0
"Western Pacific","Mongolia",2019,3.2,"Actual","DBD",9
"Western Pacific","Mongolia",2019,3.2,"Actual","DCD",0
"Western Pacific","Mongolia",2019,3.2,"Utilized","DBD",8
"Western Pacific","Mongolia",2019,3.2,"Utilized","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2019,18.5,"Actual","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2019,18.5,"Actual","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2019,18.5,"Utilized","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2019,18.5,"Utilized","DCD",0
"Africa","Algeria",2019,42.7,"Actual","DBD",1
"Africa","Algeria",2019,42.7,"Actual","DCD",0
"Africa","Algeria",2019,42.7,"Utilized","DBD",1
"Africa","Algeria",2019,42.7,"Utilized","DCD",0
"Eastern Mediterranean","Kuwait",2019,4.2,"Actual","DBD",27
"Eastern Mediterranean","Kuwait",2019,4.2,"Actual","DCD",0
"Eastern Mediterranean","Kuwait",2019,4.2,"Utilized","DBD",26
"Eastern Mediterranean","Kuwait",2019,4.2,"Utilized","DCD",0
"Eastern Mediterranean","Saudi Arabia",2019,34.1,"Actual","DBD",114
"Eastern Mediterranean","Saudi Arabia",2019,34.1,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2019,34.1,"Utilized","DBD",113
"Eastern Mediterranean","Saudi Arabia",2019,34.1,"Utilized","DCD",0
"Europe","Hungary",2019,9.7,"Actual","DBD",180
"Europe","Hungary",2019,9.7,"Actual","DCD",0
"Europe","Hungary",2019,9.7,"Utilized","DBD",177
"Europe","Hungary",2019,9.7,"Utilized","DCD",0
"Europe","Ireland",2019,4.8,"Actual","DBD",78
"Europe","Ireland",2019,4.8,"Actual","DCD",7
"Europe","Ireland",2019,4.8,"Utilized","DBD",74
"Europe","Ireland",2019,4.8,"Utilized","DCD",7
"Europe","Italy",2019,59.2,"Actual","DBD",1415
"Europe","Italy",2019,59.2,"Actual","DCD",80
"Europe","Italy",2019,59.2,"Utilized","DBD",1315
"Europe","Italy",2019,59.2,"Utilized","DCD",64
"Europe","Latvia",2019,1.9,"Actual","DBD",19
"Europe","Latvia",2019,1.9,"Actual","DCD",0
"Europe","Latvia",2019,1.9,"Utilized","DBD",12
"Europe","Latvia",2019,1.9,"Utilized","DCD",0
"Europe","Lithuania",2019,2.9,"Actual","DBD",52
"Europe","Lithuania",2019,2.9,"Actual","DCD",0
"Europe","Lithuania",2019,2.9,"Utilized","DBD",49
"Europe","Lithuania",2019,2.9,"Utilized","DCD",0
"Europe","Luxembourg",2019,0.6,"Actual","DBD",5
"Europe","Luxembourg",2019,0.6,"Actual","DCD",0
"Europe","Luxembourg",2019,0.6,"Utilized","DBD",5
"Europe","Luxembourg",2019,0.6,"Utilized","DCD",0
"Europe","Malta",2019,0.4,"Actual","DBD",10
"Europe","Malta",2019,0.4,"Actual","DCD",0
"Europe","Malta",2019,0.4,"Utilized","DBD",10
"Europe","Malta",2019,0.4,"Utilized","DCD",0
"Western Pacific","Japan",2019,126.9,"Actual","DBD",97
"Western Pacific","Japan",2019,126.9,"Actual","DCD",28
"Western Pacific","Japan",2019,126.9,"Utilized","DBD",97
"Western Pacific","Japan",2019,126.9,"Utilized","DCD",27
"Western Pacific","Malaysia",2019,32.5,"Actual","DBD",16
"Western Pacific","Malaysia",2019,32.5,"Actual","DCD",0
"Western Pacific","Malaysia",2019,32.5,"Utilized","DBD",15
"Western Pacific","Malaysia",2019,32.5,"Utilized","DCD",0
"Eastern Mediterranean","United Arab Emirates",2019,9.7,"Actual","DBD",10
"Eastern Mediterranean","United Arab Emirates",2019,9.7,"Actual","DCD",0
"Eastern Mediterranean","United Arab Emirates",2019,9.7,"Utilized","DBD",10
"Eastern Mediterranean","United Arab Emirates",2019,9.7,"Utilized","DCD",0
"Europe","Netherlands",2019,17.1,"Actual","DBD",106
"Europe","Netherlands",2019,17.1,"Actual","DCD",152
"Europe","Netherlands",2019,17.1,"Utilized","DBD",103
"Europe","Netherlands",2019,17.1,"Utilized","DCD",147
"Europe","Poland",2019,38,"Actual","DBD",503
"Europe","Poland",2019,38,"Actual","DCD",1
"Europe","Poland",2019,38,"Utilized","DBD",490
"Europe","Poland",2019,38,"Utilized","DCD",1
"Europe","Portugal",2019,10.3,"Actual","DBD",320
"Europe","Portugal",2019,10.3,"Actual","DCD",27
"Europe","Portugal",2019,10.3,"Utilized","DBD",290
"Europe","Portugal",2019,10.3,"Utilized","DCD",21
"Europe","Spain",2019,46.4,"Actual","DBD",1557
"Europe","Spain",2019,46.4,"Actual","DCD",745
"Europe","Spain",2019,46.4,"Utilized","DBD",1372
"Europe","Spain",2019,46.4,"Utilized","DCD",616
"Europe","Slovakia",2019,5.5,"Actual","DBD",98
"Europe","Slovakia",2019,5.5,"Actual","DCD",0
"Europe","Slovakia",2019,5.5,"Utilized","DBD",92
"Europe","Slovakia",2019,5.5,"Utilized","DCD",0
"Europe","Sweden",2019,10.1,"Actual","DBD",194
"Europe","Sweden",2019,10.1,"Actual","DCD",4
"Europe","Sweden",2019,10.1,"Utilized","DBD",187
"Europe","Sweden",2019,10.1,"Utilized","DCD",4
"Europe","United Kingdom",2019,67,"Actual","DBD",964
"Europe","United Kingdom",2019,67,"Actual","DCD",689
"Europe","United Kingdom",2019,67,"Utilized","DBD",921
"Europe","United Kingdom",2019,67,"Utilized","DCD",608
"Europe","Slovenia",2019,2.1,"Actual","DBD",44
"Europe","Slovenia",2019,2.1,"Actual","DCD",0
"Europe","Slovenia",2019,2.1,"Utilized","DBD",38
"Europe","Slovenia",2019,2.1,"Utilized","DCD",0
"Europe","Romania",2019,19.5,"Actual","DBD",85
"Europe","Romania",2019,19.5,"Actual","DCD",0
"Europe","Romania",2019,19.5,"Utilized","DBD",84
"Europe","Romania",2019,19.5,"Utilized","DCD",0
"Western Pacific","New Zealand",2019,4.8,"Actual","DBD",61
"Western Pacific","New Zealand",2019,4.8,"Actual","DCD",13
"Western Pacific","New Zealand",2019,4.8,"Utilized","DBD",61
"Western Pacific","New Zealand",2019,4.8,"Utilized","DCD",12
"Europe","Switzerland",2019,8.6,"Actual","DBD",100
"Europe","Switzerland",2019,8.6,"Actual","DCD",57
"Europe","Switzerland",2019,8.6,"Utilized","DBD",99
"Europe","Switzerland",2019,8.6,"Utilized","DCD",54
"America","Guatemala",2019,17.6,"Actual","DBD",3
"America","Guatemala",2019,17.6,"Actual","DCD",0
"America","Guatemala",2019,17.6,"Utilized","DBD",3
"America","Guatemala",2019,17.6,"Utilized","DCD",0
"America","Nicaragua",2019,6.4,"Actual","DBD",2
"America","Nicaragua",2019,6.4,"Actual","DCD",0
"America","Nicaragua",2019,6.4,"Utilized","DBD",2
"America","Nicaragua",2019,6.4,"Utilized","DCD",0
"America","Venezuela (Bolivarian Republic of)",2019,32.8,"Actual","DBD",0
"America","Venezuela (Bolivarian Republic of)",2019,32.8,"Actual","DCD",0
"America","Venezuela (Bolivarian Republic of)",2019,32.8,"Utilized","DBD",0
"America","Venezuela (Bolivarian Republic of)",2019,32.8,"Utilized","DCD",0
"Western Pacific","Australia",2019,25.1,"Actual","DBD",376
"Western Pacific","Australia",2019,25.1,"Actual","DCD",172
"Western Pacific","Australia",2019,25.1,"Utilized","DBD",354
"Western Pacific","Australia",2019,25.1,"Utilized","DCD",157
"South-East Asia","India",2019,1368.7,"Actual","DBD",715
"South-East Asia","India",2019,1368.7,"Actual","DCD",0
"South-East Asia","India",2019,1368.7,"Utilized","DBD",712
"South-East Asia","India",2019,1368.7,"Utilized","DCD",0
"Western Pacific","China",2019,1428.2,"Actual","DBD",1906
"Western Pacific","China",2019,1428.2,"Actual","DCD",3912
"Western Pacific","China",2019,1428.2,"Utilized","DBD",1889
"Western Pacific","China",2019,1428.2,"Utilized","DCD",3886
"America","Canada",2019,37.3,"Actual","DBD",585
"America","Canada",2019,37.3,"Actual","DCD",243
"America","Canada",2019,37.3,"Utilized","DBD",585
"America","Canada",2019,37.3,"Utilized","DCD",243
"Europe","Georgia",2019,3.9,"Actual","DBD",0
"Europe","Georgia",2019,3.9,"Actual","DCD",0
"Europe","Georgia",2019,3.9,"Utilized","DBD",0
"Europe","Georgia",2019,3.9,"Utilized","DCD",0
"Africa","Nigeria",2019,201,"Actual","DBD",0
"Africa","Nigeria",2019,201,"Actual","DCD",0
"Africa","Nigeria",2019,201,"Utilized","DBD",0
"Africa","Nigeria",2019,201,"Utilized","DCD",0
"America","Trinidad and Tobago",2019,1.4,"Actual","DBD",1
"America","Trinidad and Tobago",2019,1.4,"Actual","DCD",0
"America","Trinidad and Tobago",2019,1.4,"Utilized","DBD",1
"America","Trinidad and Tobago",2019,1.4,"Utilized","DCD",0
"Africa","Ethiopia",2019,110.1,"Actual","DBD",0
"Africa","Ethiopia",2019,110.1,"Actual","DCD",0
"Africa","Ethiopia",2019,110.1,"Utilized","DBD",0
"Africa","Ethiopia",2019,110.1,"Utilized","DCD",0
"Eastern Mediterranean","Jordan",2019,10.1,"Actual","DBD",0
"Eastern Mediterranean","Jordan",2019,10.1,"Actual","DCD",0
"Eastern Mediterranean","Jordan",2019,10.1,"Utilized","DBD",0
"Eastern Mediterranean","Jordan",2019,10.1,"Utilized","DCD",0
"Eastern Mediterranean","Morocco",2019,36.6,"Actual","DBD",4
"Eastern Mediterranean","Morocco",2019,36.6,"Actual","DCD",0
"Eastern Mediterranean","Morocco",2019,36.6,"Utilized","DBD",4
"Eastern Mediterranean","Morocco",2019,36.6,"Utilized","DCD",0
"Western Pacific","Singapore",2019,5.9,"Actual","DBD",25
"Western Pacific","Singapore",2019,5.9,"Actual","DCD",1
"Western Pacific","Singapore",2019,5.9,"Utilized","DBD",25
"Western Pacific","Singapore",2019,5.9,"Utilized","DCD",1
"South-East Asia","Thailand",2019,69.3,"Actual","DBD",301
"South-East Asia","Thailand",2019,69.3,"Actual","DCD",0
"South-East Asia","Thailand",2019,69.3,"Utilized","DBD",291
"South-East Asia","Thailand",2019,69.3,"Utilized","DCD",0
"Eastern Mediterranean","Pakistan",2019,204.6,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2019,204.6,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2019,204.6,"Utilized","DBD",0
"Eastern Mediterranean","Pakistan",2019,204.6,"Utilized","DCD",0
"Western Pacific","Republic of Korea",2019,51.3,"Actual","DBD",450
"Western Pacific","Republic of Korea",2019,51.3,"Actual","DCD",0
"Western Pacific","Republic of Korea",2019,51.3,"Utilized","DBD",450
"Western Pacific","Republic of Korea",2019,51.3,"Utilized","DCD",0
"Europe","Kazakhstan",2019,18.6,"Actual","DBD",9
"Europe","Kazakhstan",2019,18.6,"Actual","DCD",0
"Europe","Kazakhstan",2019,18.6,"Utilized","DBD",9
"Europe","Kazakhstan",2019,18.6,"Utilized","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2019,82.8,"Actual","DBD",1078
"Eastern Mediterranean","Iran (Islamic Republic of)",2019,82.8,"Actual","DCD",0
"South-East Asia","Bangladesh",2019,168.1,"Actual","DBD",0
"South-East Asia","Bangladesh",2019,168.1,"Actual","DCD",0
"South-East Asia","Bangladesh",2019,168.1,"Utilized","DBD",0
"South-East Asia","Bangladesh",2019,168.1,"Utilized","DCD",0
"Europe","Austria",2020,9,"Actual","DBD",188
"Europe","Austria",2020,9,"Actual","DCD",25
"Europe","Austria",2020,9,"Utilized","DBD",173
"Europe","Austria",2020,9,"Utilized","DCD",15
"Europe","Belgium",2020,11.6,"Actual","DBD",144
"Europe","Belgium",2020,11.6,"Actual","DCD",105
"Europe","Belgium",2020,11.6,"Utilized","DBD",142
"Europe","Belgium",2020,11.6,"Utilized","DCD",103
"Europe","Bulgaria",2020,6.9,"Actual","DBD",4
"Europe","Bulgaria",2020,6.9,"Actual","DCD",0
"Europe","Bulgaria",2020,6.9,"Utilized","DBD",4
"Europe","Bulgaria",2020,6.9,"Utilized","DCD",0
"Europe","Croatia",2020,4.1,"Actual","DBD",104
"Europe","Croatia",2020,4.1,"Actual","DCD",0
"Europe","Croatia",2020,4.1,"Utilized","DBD",97
"Europe","Croatia",2020,4.1,"Utilized","DCD",0
"Europe","Denmark",2020,5.8,"Actual","DBD",124
"Europe","Denmark",2020,5.8,"Actual","DCD",0
"Europe","Denmark",2020,5.8,"Utilized","DBD",121
"Europe","Denmark",2020,5.8,"Utilized","DCD",0
"Europe","Estonia",2020,1.3,"Actual","DBD",33
"Europe","Estonia",2020,1.3,"Actual","DCD",0
"Europe","Estonia",2020,1.3,"Utilized","DBD",33
"Europe","Estonia",2020,1.3,"Utilized","DCD",0
"Europe","Finland",2020,5.5,"Actual","DBD",126
"Europe","Finland",2020,5.5,"Actual","DCD",0
"Europe","Finland",2020,5.5,"Utilized","DBD",121
"Europe","Finland",2020,5.5,"Utilized","DCD",0
"Europe","Germany",2020,83.8,"Actual","DBD",913
"Europe","Germany",2020,83.8,"Actual","DCD",0
"Europe","Germany",2020,83.8,"Utilized","DBD",887
"Europe","Germany",2020,83.8,"Utilized","DCD",0
"Europe","Hungary",2020,9.7,"Actual","DBD",111
"Europe","Hungary",2020,9.7,"Actual","DCD",0
"Europe","Hungary",2020,9.7,"Utilized","DBD",108
"Europe","Hungary",2020,9.7,"Utilized","DCD",0
"Europe","Latvia",2020,1.9,"Actual","DBD",21
"Europe","Latvia",2020,1.9,"Actual","DCD",0
"Europe","Latvia",2020,1.9,"Utilized","DBD",20
"Europe","Latvia",2020,1.9,"Utilized","DCD",0
"Europe","Lithuania",2020,2.7,"Actual","DBD",45
"Europe","Lithuania",2020,2.7,"Actual","DCD",4
"Europe","Lithuania",2020,2.7,"Utilized","DBD",45
"Europe","Lithuania",2020,2.7,"Utilized","DCD",4
"Europe","Luxembourg",2020,0.6,"Actual","DBD",3
"Europe","Luxembourg",2020,0.6,"Actual","DCD",0
"Europe","Luxembourg",2020,0.6,"Utilized","DBD",3
"Europe","Luxembourg",2020,0.6,"Utilized","DCD",0
"Europe","Malta",2020,0.4,"Actual","DBD",2
"Europe","Malta",2020,0.4,"Actual","DCD",0
"Europe","Malta",2020,0.4,"Utilized","DBD",2
"Europe","Malta",2020,0.4,"Utilized","DCD",0
"Europe","Netherlands",2020,17.1,"Actual","DBD",100
"Europe","Netherlands",2020,17.1,"Actual","DCD",155
"Europe","Netherlands",2020,17.1,"Utilized","DBD",100
"Europe","Netherlands",2020,17.1,"Utilized","DCD",151
"Europe","Slovenia",2020,2.1,"Actual","DBD",47
"Europe","Slovenia",2020,2.1,"Actual","DCD",0
"Europe","Slovenia",2020,2.1,"Utilized","DBD",39
"Europe","Slovenia",2020,2.1,"Utilized","DCD",0
"Europe","Sweden",2020,10.1,"Actual","DBD",170
"Europe","Sweden",2020,10.1,"Actual","DCD",11
"Europe","Sweden",2020,10.1,"Utilized","DBD",163
"Europe","Sweden",2020,10.1,"Utilized","DCD",11
"Europe","United Kingdom",2020,67.9,"Actual","DBD",814
"Europe","United Kingdom",2020,67.9,"Actual","DCD",434
"Europe","United Kingdom",2020,67.9,"Utilized","DBD",780
"Europe","United Kingdom",2020,67.9,"Utilized","DCD",400
"Europe","Spain",2020,46.8,"Actual","DBD",1156
"Europe","Spain",2020,46.8,"Actual","DCD",621
"Europe","Spain",2020,46.8,"Utilized","DBD",1035
"Europe","Spain",2020,46.8,"Utilized","DCD",546
"Europe","Armenia",2020,3,"Actual","DBD",0
"Europe","Armenia",2020,3,"Actual","DCD",0
"Europe","Armenia",2020,3,"Utilized","DBD",0
"Europe","Armenia",2020,3,"Utilized","DCD",0
"Europe","Georgia",2020,4,"Actual","DBD",0
"Europe","Georgia",2020,4,"Actual","DCD",0
"Europe","Georgia",2020,4,"Utilized","DBD",0
"Europe","Georgia",2020,4,"Utilized","DCD",0
"Europe","Iceland",2020,0.3,"Actual","DBD",4
"Europe","Iceland",2020,0.3,"Actual","DCD",0
"Europe","Iceland",2020,0.3,"Utilized","DBD",4
"Europe","Iceland",2020,0.3,"Utilized","DCD",0
"Europe","Israel",2020,8.7,"Actual","DBD",83
"Europe","Israel",2020,8.7,"Actual","DCD",9
"Europe","Israel",2020,8.7,"Utilized","DBD",82
"Europe","Israel",2020,8.7,"Utilized","DCD",7
"Europe","Republic of North Macedonia",2020,2.1,"Actual","DBD",2
"Europe","Republic of North Macedonia",2020,2.1,"Actual","DCD",0
"Europe","Republic of North Macedonia",2020,2.1,"Utilized","DBD",2
"Europe","Republic of North Macedonia",2020,2.1,"Utilized","DCD",0
"Europe","Norway",2020,5.4,"Actual","DBD",102
"Europe","Norway",2020,5.4,"Actual","DCD",0
"Europe","Norway",2020,5.4,"Utilized","DBD",101
"Europe","Norway",2020,5.4,"Utilized","DCD",0
"America","United States of America",2020,331,"Actual","DBD",9364
"America","United States of America",2020,331,"Actual","DCD",3224
"America","United States of America",2020,331,"Utilized","DBD",8896
"America","United States of America",2020,331,"Utilized","DCD",2682
"America","Costa Rica",2020,5.1,"Actual","DBD",27
"America","Costa Rica",2020,5.1,"Actual","DCD",0
"America","Costa Rica",2020,5.1,"Utilized","DBD",26
"America","Costa Rica",2020,5.1,"Utilized","DCD",0
"America","Dominican Republic",2020,10.8,"Actual","DBD",4
"America","Dominican Republic",2020,10.8,"Actual","DCD",0
"America","Dominican Republic",2020,10.8,"Utilized","DBD",4
"America","Dominican Republic",2020,10.8,"Utilized","DCD",0
"America","Paraguay",2020,7.1,"Actual","DBD",6
"America","Paraguay",2020,7.1,"Actual","DCD",0
"America","Paraguay",2020,7.1,"Utilized","DBD",6
"America","Paraguay",2020,7.1,"Utilized","DCD",0
"Europe","Belarus",2020,9.4,"Actual","DBD",201
"Europe","Belarus",2020,9.4,"Actual","DCD",0
"Europe","Belarus",2020,9.4,"Utilized","DBD",192
"Europe","Belarus",2020,9.4,"Utilized","DCD",0
"Europe","Ukraine",2020,43.7,"Actual","DBD",11
"Europe","Ukraine",2020,43.7,"Actual","DCD",0
"Europe","Ukraine",2020,43.7,"Utilized","DBD",11
"Europe","Ukraine",2020,43.7,"Utilized","DCD",0
"Europe","Italy",2020,60.5,"Actual","DBD",1240
"Europe","Italy",2020,60.5,"Actual","DCD",63
"Europe","Italy",2020,60.5,"Utilized","DBD",1182
"Europe","Italy",2020,60.5,"Utilized","DCD",53
"Europe","Poland",2020,37.8,"Actual","DBD",393
"Europe","Poland",2020,37.8,"Actual","DCD",0
"Europe","Poland",2020,37.8,"Utilized","DBD",387
"Europe","Poland",2020,37.8,"Utilized","DCD",0
"Europe","Portugal",2020,10.2,"Actual","DBD",242
"Europe","Portugal",2020,10.2,"Actual","DCD",11
"Europe","Portugal",2020,10.2,"Utilized","DBD",226
"Europe","Portugal",2020,10.2,"Utilized","DCD",10
"Europe","Republic of Moldova",2020,4,"Actual","DBD",2
"Europe","Republic of Moldova",2020,4,"Actual","DCD",0
"Europe","Republic of Moldova",2020,4,"Utilized","DBD",1
"Europe","Republic of Moldova",2020,4,"Utilized","DCD",0
"America","Argentina",2020,45.2,"Actual","DBD",444
"America","Argentina",2020,45.2,"Actual","DCD",1
"America","Argentina",2020,45.2,"Utilized","DBD",413
"America","Argentina",2020,45.2,"Utilized","DCD",1
"America","Panama",2020,4.3,"Actual","DBD",3
"America","Panama",2020,4.3,"Actual","DCD",0
"America","Panama",2020,4.3,"Utilized","DBD",3
